3.140000000000000124e+00;4.458791667885251830e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;6.000000000000000000e+00;0.000000000000000000e+00;4.387583333333332919e-02;2.847308333333332664e-01;4.457166666666666915e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;6.196861111111111320e-02;7.953055555555555226e-03;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.149999999999999911e+00;1.474793055852254176e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;7.000000000000000000e+00;0.000000000000000000e+00;6.725302777777775187e-01;6.107508333333334649e-01;9.769277777777778116e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;3.491666666666667224e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.160000000000000142e+00;1.361840833226840353e+00;6.333333333333333037e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;1.000000000000000000e+00;6.769572222222223212e-01;8.755080555555554422e-01;2.455333333333333326e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.133627777777777568e-01;5.044194444444444897e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.169999999999999929e+00;2.822158055901526019e+00;6.750000000000000000e+00;5.000000000000000000e-01;5.000000000000000000e-01;1.680684149503257341e-01;4.000000000000000000e+00;0.000000000000000000e+00;3.414852777777776516e-01;1.255032222222222771e+00;6.975494444444444442e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.880527777777777340e-02;2.861888888888888816e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.180000000000000160e+00;1.253464167051845157e+00;8.199999999999999289e+00;5.999999999999999778e-01;8.000000000000000444e-01;2.194843842554375646e-01;1.500000000000000000e+01;1.000000000000000000e+00;7.234780555555553327e-01;1.092522499999999619e+00;2.470638888888888884e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.464500000000000371e-02;5.898999999999998689e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.189999999999999947e+00;2.272988055613307079e+00;6.799999999999999822e+00;4.000000000000000222e-01;4.000000000000000222e-01;3.156317568506431526e-01;5.000000000000000000e+00;1.000000000000000000e+00;4.318216666666666592e-01;7.213858333333330597e-01;5.448305555555554847e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.931555555555555651e-02;1.328194444444444344e-02;1.575458333333333294e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.200000000000000178e+00;1.211203889250755505e+00;7.250000000000000000e+00;-5.000000000000000000e-01;7.500000000000000000e-01;2.390249602103473592e-01;1.000000000000000000e+01;1.000000000000000000e+00;4.938825000000001686e-01;5.984363888888888372e-01;4.116111111111111359e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.412694444444444392e-02;3.655500000000000416e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.209999999999999964e+00;3.098847499754692425e+00;7.500000000000000000e+00;-7.500000000000000000e-01;7.500000000000000000e-01;2.896279249001074696e-01;1.000000000000000000e+01;1.000000000000000000e+00;6.195286111111115712e-01;7.940127777777781226e-01;1.276677777777777689e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.054000000000000076e-02;1.077836111111110939e-01;1.228599999999999970e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.220000000000000195e+00;2.108211667471462825e+00;6.500000000000000000e+00;-1.000000000000000000e+00;-5.000000000000000000e-01;4.460436868329013538e-01;2.500000000000000000e+01;1.000000000000000000e+00;5.361849999999996896e-01;5.145155555555557259e-01;1.841419444444444553e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.200111111111111170e-02;1.135186111111110979e-01;2.168380555555555478e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.229999999999999982e+00;1.257924166851573711e+00;6.250000000000000000e+00;-1.000000000000000000e+00;0.000000000000000000e+00;2.696971570335323642e-01;8.000000000000000000e+00;1.000000000000000000e+00;2.484738888888888830e-01;5.110830555555554433e-01;1.078049999999999842e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.718472222222222276e-02;4.777611111111110948e-02;3.508858333333333412e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.240000000000000213e+00;7.685136109590527953e-01;6.400000000000000355e+00;2.000000000000000111e-01;-2.000000000000000111e-01;1.561246625014999501e-01;5.000000000000000000e+00;0.000000000000000000e+00;2.981933333333334213e-01;8.367169444444444437e-01;1.477813888888888927e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.272444444444444295e-02;6.466694444444444356e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.250000000000000000e+00;1.288163333336512562e+00;7.750000000000000000e+00;-1.250000000000000000e+00;7.500000000000000000e-01;2.305136548564537813e-01;7.000000000000000000e+00;0.000000000000000000e+00;7.797030555555555242e-01;7.746530555555555253e-01;1.276636111111111027e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.399305555555555546e-02;4.123527777777778042e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.259999999999999787e+00;1.686008333563804085e+00;7.200000000000000178e+00;-1.199999999999999956e+00;4.000000000000000222e-01;2.939534624058421364e-01;5.000000000000000000e+00;0.000000000000000000e+00;4.824288888888890181e-01;7.038469444444445111e-01;2.130958333333332899e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.165277777777777926e-02;4.338952777777777547e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.270000000000000018e+00;1.596383610765139460e+00;7.250000000000000000e+00;0.000000000000000000e+00;5.000000000000000000e-01;2.288490089221509871e-01;3.000000000000000000e+00;0.000000000000000000e+00;6.297566666666665203e-01;8.325119444444449845e-01;1.363280555555555773e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.032924999999999593e-01;2.260166666666666574e-02;0.000000000000000000e+00;0.000000000000000000e+00;1.865638888888889249e-02;0.000000000000000000e+00
3.279999999999999805e+00;1.102661388648880969e+00;6.799999999999999822e+00;-5.999999999999999778e-01;5.999999999999999778e-01;2.615983280781394860e-01;8.000000000000000000e+00;2.000000000000000000e+00;2.925319444444444694e-01;3.458686111111111683e-01;1.965666666666666951e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;3.490805555555556022e-02;7.547819444444445747e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.290000000000000036e+00;1.223123054901759099e+00;7.250000000000000000e+00;-7.500000000000000000e-01;2.500000000000000000e-01;4.324693550603950221e-01;4.000000000000000000e+00;0.000000000000000000e+00;4.837855555555555576e+00;5.948580555555554872e-01;2.953522222222222382e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.467805555555555530e-02;1.455149999999999777e-01;1.393455555555555281e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.299999999999999822e+00;1.093622777462005313e+00;7.000000000000000000e+00;-1.000000000000000000e+00;7.500000000000000000e-01;2.418873087939678312e-01;1.000000000000000000e+01;1.000000000000000000e+00;2.146630555555555930e-01;3.085711111111111848e-01;3.551650000000000085e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;3.145222222222222169e-02;8.969472222222223123e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.310000000000000053e+00;1.326151666442553223e+00;7.200000000000000178e+00;-8.000000000000000444e-01;4.000000000000000222e-01;1.563729236642765474e-01;1.400000000000000000e+01;2.000000000000000000e+00;3.295274999999998622e-01;6.892561111111111805e-01;9.860138888888891895e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.270583333333333481e-02;5.662863888888889363e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
4.099999999999999645e+00;9.160383325152928746e-01;7.400000000000000355e+00;-2.000000000000000111e-01;8.000000000000000444e-01;2.619605321890544625e-01;2.000000000000000000e+00;1.000000000000000000e+00;7.750038888888888255e-01;3.673916666666667274e-01;2.138222222222222260e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;5.178138888888889069e-02;5.308916666666665951e-02;9.588888888888889850e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
4.200000000000000178e+00;1.912174444927109418e+00;6.400000000000000355e+00;-5.999999999999999778e-01;-2.000000000000000111e-01;3.191205617996334953e-01;2.000000000000000000e+00;0.000000000000000000e+00;5.456138888888888427e-01;8.173397222222222869e-01;2.837372222222222518e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;3.576222222222222996e-02;8.830583333333333340e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
4.299999999999999822e+00;1.892861111362774684e+00;5.750000000000000000e+00;-2.500000000000000000e-01;0.000000000000000000e+00;3.225058399099886564e-01;2.000000000000000000e+00;0.000000000000000000e+00;3.525830555555558021e-01;9.987308333333333454e-01;1.524408333333333310e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.559222222222221912e-02;3.400583333333333236e-02;8.841499999999999360e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
4.400000000000000355e+00;1.014825000233120278e+00;6.400000000000000355e+00;-1.199999999999999956e+00;2.000000000000000111e-01;2.272703566089604443e-01;5.000000000000000000e+00;0.000000000000000000e+00;3.115802777777778587e-01;7.803988888888889752e-01;2.249244444444443991e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;4.134777777777778190e-02;3.925555555555556436e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
4.500000000000000000e+00;3.629979444874657180e+00;7.400000000000000355e+00;0.000000000000000000e+00;5.999999999999999778e-01;3.219197224805252500e-01;9.000000000000000000e+00;1.000000000000000000e+00;5.436352777777774259e-01;6.415719444444443198e-01;2.206899999999999973e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.802694444444444113e-02;7.183638888888888019e-02;1.077975000000000044e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
4.599999999999999645e+00;1.013879999584621938e+00;4.500000000000000000e+00;-1.000000000000000000e+00;-1.250000000000000000e+00;2.152095201608524577e-01;6.000000000000000000e+00;0.000000000000000000e+00;1.601069444444443990e-01;3.400894444444443887e-01;1.719388888888889466e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;8.336388888888889709e-03;1.087616666666666870e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
4.700000000000000178e+00;1.768479721744854904e+00;6.799999999999999822e+00;0.000000000000000000e+00;5.999999999999999778e-01;1.365237343960995775e-01;2.000000000000000000e+00;0.000000000000000000e+00;4.119299999999999629e-01;1.044771944444444767e+00;2.049766666666666681e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.948555555555555305e-02;5.578288888888889296e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
4.799999999999999822e+00;1.133097777631548064e+00;6.250000000000000000e+00;-2.500000000000000000e-01;5.000000000000000000e-01;2.619510376215639647e-01;1.000000000000000000e+01;1.000000000000000000e+00;3.291049999999998144e-01;6.294041666666665424e-01;5.374444444444443497e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;3.734277777777778029e-02;1.767369444444444326e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
4.900000000000000355e+00;1.599285000165303394e+00;7.250000000000000000e+00;-5.000000000000000000e-01;2.500000000000000000e-01;2.472098480448902402e-01;1.200000000000000000e+01;1.000000000000000000e+00;3.963949999999999418e-01;6.265402777777775434e-01;1.742322222222221773e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.705472222222222112e-02;8.175583333333334701e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
4.099999999999999645e+00;2.178955277403195279e+00;7.250000000000000000e+00;2.500000000000000000e-01;7.500000000000000000e-01;2.607506038432931827e-01;1.000000000000000000e+00;1.000000000000000000e+00;3.620699999999999474e-01;7.572880555555554505e-01;1.931455555555555426e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;3.922611111111110743e-02;1.574463888888888996e-01;1.458647222222222151e-01;0.000000000000000000e+00;5.680555555555555879e-04;0.000000000000000000e+00
4.110000000000000320e+00;1.613897222545411791e+00;6.500000000000000000e+00;-5.000000000000000000e-01;5.000000000000000000e-01;4.244814273084369094e-01;7.000000000000000000e+00;1.000000000000000000e+00;4.300533333333332320e-01;6.510536111111109303e-01;1.946455555555555439e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;3.781333333333333074e-02;8.879027777777775965e-02;1.752580555555556252e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
4.120000000000000107e+00;1.016338611443837303e+00;6.000000000000000000e+00;-2.000000000000000000e+00;-1.000000000000000000e+00;3.783017333120428094e-01;6.000000000000000000e+00;1.000000000000000000e+00;5.074077777777775689e-01;4.213241666666666663e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;3.060000000000000220e-03;4.366444444444443629e-02;1.006069444444444572e-01;0.000000000000000000e+00;1.940555555555555393e-03;0.000000000000000000e+00
4.129999999999999893e+00;6.041308326853647159e-01;7.200000000000000178e+00;-5.999999999999999778e-01;4.000000000000000222e-01;2.898201182827999656e-01;1.000000000000000000e+00;0.000000000000000000e+00;1.419202777777777147e-01;2.375608333333332767e-01;1.032000000000000278e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.197555555555555026e-02;3.418638888888888422e-02;4.434611111111111392e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
4.139999999999999680e+00;7.702897224823636035e-01;8.000000000000000000e+00;7.500000000000000000e-01;1.000000000000000000e+00;1.870740501721278870e-01;8.000000000000000000e+00;7.000000000000000000e+00;2.249922222222221491e-01;5.062436111111111581e-01;2.660333333333333647e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;5.883888888888888155e-03;1.578250000000000139e-02;0.000000000000000000e+00;0.000000000000000000e+00;2.346888888888889330e-02;0.000000000000000000e+00
4.150000000000000355e+00;1.948019445604748934e-01;7.250000000000000000e+00;-5.000000000000000000e-01;5.000000000000000000e-01;1.736288831786874098e-01;1.400000000000000000e+01;1.000000000000000000e+00;2.729611111111111821e-02;1.238658333333333278e-01;5.460555555555556169e-03;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;7.051666666666667020e-03;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
4.160000000000000142e+00;3.035666657818688122e-02;6.666666666666666963e+00;-3.333333333333333148e-01;3.333333333333333148e-01;3.532763532763534275e-01;1.600000000000000000e+01;1.000000000000000000e+00;3.475916666666666738e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
4.169999999999999929e+00;1.145416657129922668e-02;6.500000000000000000e+00;2.500000000000000000e-01;0.000000000000000000e+00;4.700854700854705248e-01;1.000000000000000000e+01;7.000000000000000000e+00;5.575000000000000528e-04;1.044472222222222156e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
4.190000000000000391e+00;5.203388889630641834e-02;5.666666666666666963e+00;-6.666666666666666297e-01;-3.333333333333333148e-01;5.000000000000000000e-01;1.000000000000000000e+00;0.000000000000000000e+00;2.802777777777777733e-03;2.009472222222222215e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
4.219999999999999751e+00;3.633333378367966607e-03;5.666666666666666963e+00;-1.333333333333333259e+00;-3.333333333333333148e-01;7.499999999999999722e-02;1.500000000000000000e+01;2.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.969083333333333297e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
